date,sample_count
2020-07-07,977
2020-07-08,979
2020-07-09,979
2020-07-10,978
2020-07-13,976
2020-07-14,976
2020-07-15,976
2020-07-16,975
2020-07-17,976
2020-07-20,977
2020-07-21,977
2020-07-22,976
2020-07-23,975
2020-07-24,975
2020-07-27,976
2020-07-28,976
2020-07-29,977
2020-07-30,974
2020-07-31,976
2020-08-03,977
2020-08-04,977
2020-08-05,975
2020-08-06,977
2020-08-07,977
2020-08-10,979
2020-08-11,978
2020-08-12,978
2020-08-13,977
2020-08-14,977
2020-08-17,976
2020-08-18,975
2020-08-19,976
2020-08-20,976
2020-08-21,975
2020-08-24,976
2020-08-25,975
2020-08-26,976
2020-08-27,976
2020-08-28,975
2020-08-31,975
2020-09-01,977
2020-09-02,977
2020-09-03,979
2020-09-04,979
2020-09-07,979
2020-09-08,979
2020-09-09,978
2020-09-10,979
2020-09-11,979
2020-09-14,979
2020-09-15,979
2020-09-16,978
2020-09-17,977
2020-09-18,978
2020-09-21,975
2020-09-22,975
2020-09-23,973
2020-09-24,975
2020-09-25,975
2020-09-28,974
2020-09-29,974
2020-09-30,976
2020-10-09,977
2020-10-12,977
2020-10-13,979
2020-10-14,978
2020-10-15,978
2020-10-16,978
2020-10-19,977
2020-10-20,978
2020-10-21,978
2020-10-22,979
2020-10-23,979
2020-10-26,979
2020-10-27,979
2020-10-28,979
2020-10-29,978
2020-10-30,978
2020-11-02,978
2020-11-03,978
2020-11-04,978
2020-11-05,978
2020-11-06,978
2020-11-09,979
2020-11-10,979
2020-11-11,977
2020-11-12,980
2020-11-13,979
2020-11-16,980
2020-11-17,980
2020-11-18,980
2020-11-19,980
2020-11-20,979
2020-11-23,979
2020-11-24,978
2020-11-25,977
2020-11-26,979
2020-11-27,979
2020-11-30,978
2020-12-01,978
2020-12-02,976
2020-12-03,975
2020-12-04,972
2020-12-07,973
2020-12-08,975
2020-12-09,975
2020-12-10,975
2020-12-11,975
2020-12-14,976
2020-12-15,977
2020-12-16,979
2020-12-17,980
2020-12-18,980
2020-12-21,980
2020-12-22,979
2020-12-23,980
2020-12-24,980
2020-12-25,980
2020-12-28,979
2020-12-29,980
2020-12-30,980
2020-12-31,979
2021-01-04,980
2021-01-05,980
2021-01-06,980
2021-01-07,980
2021-01-08,980
2021-01-11,980
2021-01-12,980
2021-01-13,980
2021-01-14,979
2021-01-15,977
2021-01-18,976
2021-01-19,977
2021-01-20,977
2021-01-21,977
2021-01-22,978
2021-01-25,977
2021-01-26,977
2021-01-27,977
2021-01-28,976
2021-01-29,980
2021-02-01,980
2021-02-02,980
2021-02-03,980
2021-02-04,980
2021-02-05,979
2021-02-08,977
2021-02-09,978
2021-02-10,980
2021-02-18,976
2021-02-19,979
2021-02-22,979
2021-02-23,979
2021-02-24,979
2021-02-25,979
2021-02-26,977
2021-03-01,979
2021-03-02,980
2021-03-03,979
2021-03-04,980
2021-03-05,980
2021-03-08,980
2021-03-09,980
2021-03-10,980
2021-03-11,980
2021-03-12,980
2021-03-15,980
2021-03-16,979
2021-03-17,979
2021-03-18,979
2021-03-19,978
2021-03-22,980
2021-03-23,979
2021-03-24,979
2021-03-25,980
2021-03-26,980
2021-03-29,980
2021-03-30,980
2021-03-31,977
2021-04-01,980
2021-04-02,980
2021-04-06,980
2021-04-07,979
2021-04-08,979
2021-04-09,979
2021-04-12,979
2021-04-13,977
2021-04-14,978
2021-04-15,977
2021-04-16,977
2021-04-19,975
2021-04-20,978
2021-04-21,980
2021-04-22,980
2021-04-23,979
2021-04-26,979
2021-04-27,977
2021-04-28,976
2021-04-29,976
2021-04-30,977
2021-05-06,978
2021-05-07,977
2021-05-10,978
2021-05-11,977
2021-05-12,976
2021-05-13,979
2021-05-14,979
2021-05-17,976
2021-05-18,978
2021-05-19,978
2021-05-20,980
2021-05-21,979
2021-05-24,979
2021-05-25,979
2021-05-26,979
2021-05-27,977
2021-05-28,979
2021-05-31,979
2021-06-01,979
2021-06-02,978
2021-06-03,979
2021-06-04,979
2021-06-07,979
2021-06-08,979
2021-06-09,979
2021-06-10,978
2021-06-11,979
2021-06-15,979
2021-06-16,978
2021-06-17,978
2021-06-18,977
2021-06-21,976
2021-06-22,976
2021-06-23,976
2021-06-24,977
2021-06-25,978
2021-06-28,979
2021-06-29,979
2021-06-30,978
2021-07-01,979
2021-07-02,979
2021-07-05,980
2021-07-06,980
2021-07-07,980
2021-07-08,980
2021-07-09,980
2021-07-12,980
2021-07-13,980
2021-07-14,980
2021-07-15,980
2021-07-16,980
2021-07-19,978
2021-07-20,977
2021-07-21,975
2021-07-22,977
2021-07-23,977
2021-07-26,977
2021-07-27,977
2021-07-28,977
2021-07-29,977
2021-07-30,977
2021-08-02,978
2021-08-03,979
2021-08-04,979
2021-08-05,979
2021-08-06,979
2021-08-09,979
2021-08-10,979
2021-08-11,979
2021-08-12,979
2021-08-13,979
2021-08-16,979
2021-08-17,979
2021-08-18,976
2021-08-19,978
2021-08-20,980
2021-08-23,980
